0.000000, 13767.601562
1.100000, 4305.668945
2.200000, 88200.000000
3.300000, 88200.000000
4.400000, 1772.589355
5.500000, 6432.863770
6.600000, 13894.075195
7.700000, 14323.117188
8.800000, 11518.693359
9.900000, 4931.923828
11.000000, 8685.646484
12.100000, 7521.770996
13.200000, 6579.892578
14.300000, 5856.965332
15.400000, 5263.644531
16.500000, 4740.509766
17.600000, 4286.287109
18.700001, 3890.494385
19.799999, 3539.419189
20.900000, 3260.457275
22.000000, 2980.967285
23.100000, 2755.322021
24.200001, 2555.678467
25.299999, 2367.155273
26.400000, 2206.947754
27.500000, 2060.548340
28.600000, 1928.067505
29.700001, 1808.837891
30.799999, 1688.068604
31.900000, 1599.442017
33.000000, 1505.697510
34.099998, 1421.565186
35.200001, 1342.424072
36.299999, 1272.667969
37.400002, 1207.971680
38.500000, 1147.908447
39.599998, 1092.006592
40.700001, 1039.851440
41.799999, 991.213806
42.900002, 945.762634
44.000000, 903.769409
45.099998, 864.882935
46.200001, 827.487427
47.299999, 793.897949
48.400002, 761.068542
49.500000, 730.925842
50.599998, 701.663757
51.700001, 675.311157
52.799999, 649.411926
53.900002, 625.324585
55.000000, 602.861694
56.099998, 581.072327
57.200001, 560.614502
58.299999, 541.518127
59.400002, 523.227661
60.500000, 505.770111
61.599998, 489.080536
62.700001, 473.455383
63.799999, 458.389496
64.900002, 444.049286
66.000000, 429.951813
67.099998, 417.767731
68.199997, 404.548553
69.300003, 391.921661
70.400002, 380.853851
71.500000, 370.760559
72.599998, 360.125031
73.699997, 349.762604
74.800003, 340.254395
75.900002, 331.389862
77.000000, 322.392181
78.099998, 314.068390
79.199997, 305.920013
80.300003, 298.009033
81.400002, 290.482666
82.500000, 283.205231
83.599998, 276.203888
84.699997, 269.481262
85.800003, 262.979095
86.900002, 256.722046
88.000000, 250.726501
89.099998, 244.921310
90.199997, 239.293045
91.300003, 233.798553
92.400002, 228.562607
93.500000, 223.515259
94.599998, 218.592468
95.699997, 213.876709
96.800003, 209.255707
97.900002, 204.791443
99.000000, 200.466919
100.099998, 196.272491
101.199997, 192.291367
102.300003, 188.368179
103.400002, 184.548538
104.500000, 180.800049
105.599998, 177.137650
106.699997, 173.718140
107.800003, 170.558670
108.900002, 167.062378
110.000000, 163.950516
111.099998, 161.154099
112.199997, 157.926651
113.300003, 154.803345
114.400002, 152.163300
115.500000, 149.383270
116.599998, 146.654114
117.699997, 144.050446
118.800003, 141.467102
119.900002, 139.014648
121.000000, 136.556061
122.099998, 134.168289
123.199997, 133.962646
124.300003, 130.729446
125.400002, 129.629990
126.500000, 127.439705
127.599998, 125.305092
128.699997, 123.230400
129.800003, 121.211945
130.899994, 119.244614
132.000000, 14949.871094
133.100006, 14881.791016
134.199997, 14809.337891
135.300003, 14736.524414
136.399994, 14660.237305
137.500000, 14581.042969
138.600006, 14496.451172
139.699997, 14409.438477
140.800003, 104.289955
141.899994, 103.522263
143.000000, 101.178032
144.100006, 4418.765137
145.199997, 4397.248047
146.300003, 96.067352
147.399994, 6443.445801
148.500000, 6413.074707
149.600006, 6382.275391
150.699997, 6353.463867
151.800003, 6324.697266
152.899994, 6295.075684
154.000000, 6264.778320
155.100006, 6232.588867
156.199997, 6198.303711
157.300003, 4047.302246
158.399994, 4027.945312
159.500000, 4008.857666
160.600006, 3989.486084
161.699997, 11802.962891
162.800003, 11740.611328
163.899994, 11682.491211
165.000000, 11628.617188
166.100006, 11574.756836
167.199997, 11524.602539
168.300003, 11475.656250
169.399994, 11427.651367
170.500000, 11379.967773
171.600006, 11333.845703
172.699997, 11286.600586
173.800003, 11241.358398
174.899994, 11193.884766
176.000000, 11146.906250
177.100006, 11098.271484
178.199997, 11048.540039
179.300003, 11001.666016
180.399994, 10947.570312
181.500000, 10895.623047
182.600006, 10841.717773
183.699997, 10785.778320
184.800003, 10727.278320
185.899994, 10666.086914
187.000000, 10603.823242
188.100006, 10536.599609
189.199997, 10468.410156
190.300003, 10395.601562
191.399994, 5018.445312
192.500000, 4994.973633
193.600006, 4973.078613
194.699997, 4951.658691
195.800003, 4930.270508
196.899994, 4909.030762
198.000000, 4887.599609
199.100006, 4865.777832
200.199997, 4842.888672
201.300003, 4819.262695
202.399994, 4794.638184
203.500000, 9481.934570
